narration,amount,merchant,merchant_frequency,is_recurring,cadence
RTGS-ICICI Pru-REF111981,6275.02,ICICI Pru,35,0,one-time
IMPS-PERSON B-472217,266.67,KFC,37,0,one-time
IMPS-OYO-REF663325,12009.76,OYO,30,0,one-time
RECURRING-MONTHLY-RTGS-Airtel-REF779315,3374.94,Airtel,35,1,monthly
NACH-Kuvera-REF640860,27532.2,Kuvera,31,0,one-time
UPI-CRED-4356428134@ybl-255929,13948.23,CRED,37,0,one-time
IMPS-Uber-REF523784,12049.52,Uber,20,0,one-time
NEFT-UDEMY-REF752358,37959.93,Udemy,36,0,one-time
IMPS-PERSON A-326185,10361.04,Airtel,35,0,one-time
NACH-Blinkit-REF920571,1079.42,Blinkit,35,0,one-time
RECURRING-QUARTERLY-RECURRING-QUARTERLY-CARD-Moneycontrol-REF536570,33740.02,Moneycontrol,20,1,quarterly
IMPS-BSNL-REF531082,4322.64,BSNL,16,0,one-time
RTGS-SPOTIFY-REF314577,4092.8,Spotify,48,0,one-time
RECURRING-MONTHLY-NEFT-Byju's-REF296213,848.19,Byju's,19,1,monthly
RECURRING-MONTHLY-CARD-Zomato-REF693420,951.75,Zomato,28,1,monthly
RECURRING-QUARTERLY-CARD-BESCOM-REF163958,2924.26,BESCOM,31,1,quarterly
RECURRING-MONTHLY-UPI-JOHN DOE-2475634343@okhdfcbank,31292.83,,270,1,monthly
NACH-ZEPTO-546142,890.47,Zepto,34,0,one-time
RECURRING-QUARTERLY-IMPS-YouTube Premium-REF170576,927.49,YouTube Premium,20,1,quarterly
RECURRING-WEEKLY-IMPS-ICICI Lombard-REF859085,9970.15,ICICI Lombard,20,1,weekly
NEFT-Cure.fit-REF120524,1478.58,Cure.fit,20,0,one-time
NACH-HP-REF196413,1794.52,HP,22,0,one-time
CARD-CRED-REF649171,40022.58,CRED,33,0,one-time
RTGS-Jio-REF518621,2405.46,Jio,27,0,one-time
UPI-JOHN DOE-3931994271@okhdfcbank,42833.38,,270,0,one-time
IMPS-Starbucks-REF517674,1101.53,Starbucks,33,0,one-time
CARD-CRED-REF621731,30650.01,CRED,37,0,one-time
RTGS-Spotify-REF248547,824.11,Spotify,49,0,one-time
CARD-MakeMyTrip-REF318880,5143.41,MakeMyTrip,31,0,one-time
UPI-Blinkit-REF491534,541.58,Blinkit,39,0,one-time
RECURRING-MONTHLY-NACH-Razorpay-REF370865,10415.61,Razorpay,20,1,monthly
UPI-JOHN DOE-4266101208@okhdfcbank,2906.4,,270,0,one-time
NEFT-Groww-REF964370,4918.1,Groww,31,0,one-time
UPI-JANE SMITH-8882189928@okhdfcbank,45576.96,,270,0,one-time
NEFT-SHELL-REF543270,685.42,Shell,35,0,one-time
UPI-CRED-9488906079@ybl-563937,14512.58,CRED,37,0,one-time
IMPS-PERSON B-757188,9591.56,,270,0,one-time
IMPS-HDFC Life-REF711126,5522.12,HDFC Life,29,0,one-time
NACH-KFC-153056,38406.25,KFC,37,0,one-time
RTGS-BIGBASKET-REF917751,34888.35,BigBasket,36,0,one-time
CARD-LIC-REF622527,6223.6,LIC,29,0,one-time
RECURRING-MONTHLY-RTGS-IRCTC-REF115911,2292.68,IRCTC,17,1,monthly
RECURRING-MONTHLY-UPI-NETFLIX-1055937934@ybl-651281,887.29,Netflix,47,1,monthly
UPI-CRED-9789728212@ybl-776106,5161.96,CRED,37,0,one-time
IMPS-PERSON A-349472,25214.44,,270,0,one-time
NACH-BIGBASKET-067117,1221.56,BigBasket,36,0,one-time
RECURRING-MONTHLY-NEFT-BookMyShow-REF223361,602.0,BookMyShow,20,1,monthly
IMPS-Shell-REF391159,711.87,Shell,38,0,one-time
NEFT-Byju's-REF357434,4303.19,Byju's,20,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-UPI-PayU-REF962850,45950.66,PayU,20,1,quarterly
RECURRING-MONTHLY-UPI-LANDLORD-6092381096@okhdfcbank,24103.95,,270,1,monthly
CARD-04643633,41303.8,,294,0,one-time
RECURRING-MONTHLY-UPI-Paytm-REF843791,759.95,Paytm,20,1,monthly
CARD-44336742,19466.98,Fortis,37,0,one-time
RECURRING-WEEKLY-RTGS-ICICI Lombard-REF753312,4543.47,ICICI Lombard,20,1,weekly
CARD-Zerodha-REF415745,35118.01,Zerodha,33,0,one-time
CARD-07345522,33571.48,Amazon,32,0,one-time
NACH-OYO-971179,44297.4,OYO,27,0,one-time
RECURRING-MONTHLY-NACH-Paytm-REF511732,1655.39,Paytm,17,1,monthly
RECURRING-MONTHLY-RTGS-Shell-REF348176,828.96,Shell,38,1,monthly
RECURRING-MONTHLY-IMPS-Practo-REF429673,4428.0,Practo,20,1,monthly
IMPS-PERSON B-260042,43414.23,UberEats,29,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-2137128744@ybl-218005,563.09,Spotify,40,1,monthly
NEFT-1mg-REF604489,4768.09,1mg,20,0,one-time
RECURRING-MONTHLY-CARD-BESCOM-REF843854,3687.99,BESCOM,29,1,monthly
IMPS-HP-REF408423,922.37,HP,20,0,one-time
RECURRING-MONTHLY-NACH-BigBasket-REF515552,1415.3,BigBasket,36,1,monthly
RECURRING-MONTHLY-NEFT-Swiggy-REF550537,318.96,Swiggy,33,1,monthly
NEFT-MYNTRA-REF336550,29933.6,Myntra,31,0,one-time
IMPS-PERSON A-054605,1671.93,Indigo,32,0,one-time
RECURRING-MONTHLY-UPI-Practo-REF564656,8756.36,Practo,20,1,monthly
RECURRING-WEEKLY-IMPS-Razorpay-REF912620,31931.23,Razorpay,20,1,weekly
IMPS-CRED-REF806769,40177.21,CRED,37,0,one-time
UPI-JOHN DOE-2453153234@okhdfcbank,9046.88,,270,0,one-time
RTGS-Hotstar-REF620986,405.0,Hotstar,20,0,one-time
CARD-26837760,35260.99,Netflix,47,0,one-time
RECURRING-QUARTERLY-NACH-ICICI Pru-REF543800,8108.39,ICICI Pru,35,1,quarterly
UPI-JANE SMITH-9385160250@okhdfcbank,17468.49,,217,0,one-time
UPI-MakeMyTrip-REF845346,2293.94,MakeMyTrip,31,0,one-time
NEFT-EMPLOYER-REF118736,34107.54,,270,0,one-time
UPI-ZERODHA-2435491803@ybl-744451,8563.6,Zerodha,32,0,one-time
RECURRING-WEEKLY-RTGS-KFC-REF832593,638.64,KFC,37,1,weekly
NEFT-EMPLOYER-REF749209,7852.89,,247,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-IMPS-Apollo-REF538858,4954.18,Apollo,38,1,monthly
NEFT-HDFC Life-REF236585,5583.8,HDFC Life,29,0,one-time
RECURRING-MONTHLY-RTGS-Spotify-REF900827,523.06,Spotify,38,1,monthly
RECURRING-QUARTERLY-CARD-BESCOM-REF163958,3167.96,BESCOM,29,1,quarterly
UPI-LANDLORD-3208124594@okhdfcbank,22440.54,,270,0,one-time
NEFT-CRED-REF459253,9369.84,CRED,37,0,one-time
IMPS-Unacademy-REF901752,669.64,Unacademy,20,0,one-time
NEFT-APOLLO-REF620146,9850.82,Apollo,32,0,one-time
CARD-MakeMyTrip-REF318880,5143.41,MakeMyTrip,31,0,one-time
RECURRING-MONTHLY-UPI-Myntra-REF364648,2155.38,Myntra,35,1,monthly
IMPS-PERSON A-862851,10044.6,Netflix,47,0,one-time
NEFT-Myntra-REF488183,3054.72,Myntra,36,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-NEFT-Starbucks-REF549742,854.44,Starbucks,33,1,quarterly
RECURRING-DAILY-RECURRING-MONTHLY-UPI-BookMyShow-REF895657,902.09,BookMyShow,20,1,daily
UPI-GROWW-3222793706@ybl-601345,11129.17,Groww,35,0,one-time
RECURRING-MONTHLY-IMPS-BookMyShow-REF228986,919.27,BookMyShow,20,1,monthly
IMPS-PERSON A-691495,323.09,UberEats,29,0,one-time
IMPS-PERSON B-062336,678.98,Starbucks,33,0,one-time
RECURRING-MONTHLY-CARD-IOC-REF944849,1029.47,IOC,20,1,monthly
RECURRING-QUARTERLY-NACH-HDFC Life-REF718491,2994.27,HDFC Life,29,1,quarterly
CARD-38226127,42632.87,,270,0,one-time
RECURRING-QUARTERLY-IMPS-Bajaj Allianz-REF227635,7782.44,Bajaj Allianz,20,1,quarterly
RTGS-Paytm-REF981965,2194.15,Paytm,20,0,one-time
UPI-NETFLIX-3437257569@ybl-663952,17229.24,Netflix,47,0,one-time
RECURRING-MONTHLY-NEFT-LIC-REF251694,6040.25,LIC,26,1,monthly
NEFT-Zomato-REF999519,1376.12,Zomato,28,0,one-time
RECURRING-WEEKLY-IMPS-KFC-REF997785,1460.62,KFC,36,1,weekly
RECURRING-WEEKLY-NEFT-Myntra-REF180271,1891.64,Myntra,42,1,weekly
NEFT-BESCOM-REF475644,4924.47,BESCOM,27,0,one-time
RECURRING-DAILY-RECURRING-DAILY-IMPS-Starbucks-REF959549,690.93,Starbucks,33,1,daily
UPI-LANDLORD-1012871630@okhdfcbank,38924.43,,270,0,one-time
CARD-LinkedIn Learning-REF372772,1144.08,LinkedIn Learning,20,0,one-time
RECURRING-MONTHLY-NACH-Airtel-REF433861,1248.46,Airtel,34,1,monthly
UPI-Upstox-REF335483,46831.04,Upstox,20,0,one-time
UPI-ZERODHA-1550134465@ybl-361972,9542.23,Zerodha,34,0,one-time
IMPS-Airtel-REF480788,1779.76,Airtel,35,0,one-time
UPI-ZERODHA-8376703261@ybl-664434,5212.19,Zerodha,32,0,one-time
RTGS-BookMyShow-REF655210,821.85,BookMyShow,20,0,one-time
CARD-Uber-REF207135,12004.13,Uber,20,0,one-time
RECURRING-MONTHLY-UPI-MakeMyTrip-REF848962,14888.7,MakeMyTrip,31,1,monthly
RECURRING-MONTHLY-CARD-Medibuddy-REF970726,9401.84,Medibuddy,20,1,monthly
RECURRING-MONTHLY-CARD-Shell-REF587607,1367.09,Shell,38,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-NACH-Paytm-REF874102,4138.81,Paytm,21,1,monthly
RECURRING-QUARTERLY-NEFT-Spotify-REF338845,893.66,Spotify,48,1,quarterly
NEFT-Unacademy-REF750033,3004.89,Unacademy,20,0,one-time
CARD-IRCTC-REF990490,6560.42,IRCTC,22,0,one-time
NACH-HDFC Life-REF816780,9078.16,HDFC Life,29,0,one-time
RECURRING-MONTHLY-IMPS-HP-REF522369,1552.89,HP,19,1,monthly
RECURRING-MONTHLY-NACH-Zepto-REF544024,856.36,Zepto,34,1,monthly
CARD-Zerodha-REF687869,17551.48,Zerodha,32,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-NEFT-Unacademy-REF649972,3183.52,Unacademy,21,1,quarterly
RECURRING-MONTHLY-CARD-Reliance-REF513873,1305.28,Reliance,20,1,monthly
CARD-Starbucks-REF872554,660.82,Starbucks,33,0,one-time
UPI-KFC-6490711037@ybl-415814,641.28,KFC,44,0,one-time
IMPS-Vodafone-REF305788,4646.77,Vodafone,20,0,one-time
RECURRING-MONTHLY-CARD-Blinkit-REF975592,2167.89,Blinkit,35,1,monthly
UPI-AMAZON-2373513251@ybl-791722,46116.1,Amazon,39,0,one-time
IMPS-OYO-REF501922,5296.03,OYO,30,0,one-time
NEFT-ICICI Lombard-REF754261,3195.91,ICICI Lombard,20,0,one-time
RECURRING-QUARTERLY-NACH-BookMyShow-REF275854,280.27,BookMyShow,20,1,quarterly
NACH-BSNL-REF554668,5505.2,BSNL,20,0,one-time
RECURRING-WEEKLY-NACH-Starbucks-REF766036,858.3,Starbucks,33,1,weekly
CARD-03005811,43536.8,,321,0,one-time
NACH-Apollo-REF466764,2662.14,Apollo,38,0,one-time
NACH-Starbucks-REF739461,563.14,Starbucks,33,0,one-time
RTGS-Coursera-REF341042,2262.44,Coursera,31,0,one-time
UPI-LANDLORD-2633310428@okhdfcbank,23600.13,,270,0,one-time
RTGS-Shell-REF160543,1524.34,Shell,38,0,one-time
NEFT-Flipkart-REF335665,3554.69,Flipkart,30,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-NACH-Jio-REF962645,1556.8,Jio,24,1,monthly
IMPS-PERSON A-611614,31129.93,Jio,21,0,one-time
RTGS-YouTube Premium-REF843307,871.8,YouTube Premium,17,0,one-time
CARD-PhonePe-REF412678,1564.68,PhonePe,19,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-1044476904@okhdfcbank,123475.99,,270,1,monthly
RECURRING-MONTHLY-NEFT-LinkedIn Learning-REF428322,2168.75,LinkedIn Learning,20,1,monthly
IMPS-HP-REF408423,922.37,HP,19,0,one-time
CARD-Indigo-REF254237,1529.11,Indigo,32,0,one-time
UPI-BLINKIT-9854279055@ybl-207055,17046.15,Blinkit,35,0,one-time
NACH-Fortis-REF810029,6894.82,Fortis,32,0,one-time
NEFT-Unacademy-REF245993,4606.08,Unacademy,20,0,one-time
RECURRING-QUARTERLY-CARD-Spotify-REF747811,307.55,Spotify,48,1,quarterly
RECURRING-WEEKLY-RECURRING-MONTHLY-NACH-Fortis-REF109502,6867.41,Fortis,32,1,weekly
NACH-BLINKIT-675693,1049.43,Blinkit,35,0,one-time
IMPS-PERSON A-764264,1280.44,Blinkit,35,0,one-time
IMPS-Razorpay-REF146077,6839.07,Razorpay,17,0,one-time
NEFT-1mg-REF819145,9117.97,1mg,20,0,one-time
RECURRING-QUARTERLY-IMPS-Airtel-REF476161,3396.94,Airtel,35,1,quarterly
IMPS-OYO-REF501922,4696.72,OYO,30,0,one-time
RECURRING-MONTHLY-CARD-UberEats-REF561181,352.28,UberEats,23,1,monthly
RECURRING-MONTHLY-UPI-SPOTIFY-2772693993@ybl-502678,682.41,Spotify,48,1,monthly
RECURRING-WEEKLY-CARD-Unacademy-REF313042,1137.14,Unacademy,20,1,weekly
UPI-ZERODHA-5943945568@ybl-682492,2242.74,Zerodha,32,0,one-time
RECURRING-WEEKLY-NEFT-Bajaj Allianz-REF225826,9182.59,Bajaj Allianz,20,1,weekly
NEFT-Prime Video-REF240491,312.59,Prime Video,40,0,one-time
IMPS-PERSON B-260042,43414.23,UberEats,29,0,one-time
NACH-PROVIDER-151581,44890.35,,270,0,one-time
UPI-SHELL-0677929130@ybl-899315,1915.86,Shell,38,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-JOHN DOE-5114808806@okhdfcbank,82432.82,,270,1,weekly
NEFT-Spotify-REF881398,942.98,Spotify,48,0,one-time
RECURRING-MONTHLY-RECURRING-WEEKLY-NEFT-HP-REF451906,998.75,HP,20,1,monthly
UPI-JANE SMITH-4835410656@okhdfcbank,35831.12,,270,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-1295413384@ybl-662896,13369.02,ICICI Pru,35,1,monthly
RTGS-Jio-REF518621,2405.46,Jio,26,0,one-time
RECURRING-MONTHLY-IMPS-BigBasket-REF125063,1104.47,BigBasket,36,1,monthly
RTGS-Google Pay-REF428202,838.03,Google Pay,20,0,one-time
NEFT-OYO-REF355207,10591.43,OYO,30,0,one-time
RECURRING-MONTHLY-UPI-Apollo-REF434346,9977.65,Apollo,38,1,monthly
RTGS-Jio-REF518621,2405.46,Jio,26,0,one-time
CARD-Zerodha-REF415745,34259.87,Zerodha,32,0,one-time
UPI-LANDLORD-1281987207@okhdfcbank,42169.47,,270,0,one-time
IMPS-Moneycontrol-REF704071,33499.03,Moneycontrol,20,0,one-time
CARD-LinkedIn Learning-REF240210,3131.53,LinkedIn Learning,20,0,one-time
NEFT-ZOMATO-REF611508,38181.0,Zomato,28,0,one-time
IMPS-PERSON B-159330,303.97,Blinkit,35,0,one-time
RTGS-NETFLIX-REF099115,3592.25,Netflix,47,0,one-time
UPI-MAKEMYTRIP-8393920822@ybl-896874,26792.04,MakeMyTrip,26,0,one-time
NEFT-INDIGO-REF807498,852.26,Indigo,32,0,one-time
NEFT-PRIME VIDEO-REF039907,26498.14,Prime Video,42,0,one-time
RECURRING-QUARTERLY-IMPS-YouTube Premium-REF170576,927.49,YouTube Premium,20,1,quarterly
NEFT-TATA Power-REF757915,2037.66,TATA Power,20,0,one-time
UPI-Amazon-REF615149,3979.14,Amazon,39,0,one-time
UPI-Zepto-REF155792,1537.05,Zepto,34,0,one-time
RECURRING-MONTHLY-CARD-CRED-REF658027,6367.25,CRED,37,1,monthly
RECURRING-QUARTERLY-NACH-HDFC Life-REF718491,3030.15,HDFC Life,29,1,quarterly
UPI-MakeMyTrip-REF212224,8200.33,MakeMyTrip,31,0,one-time
CARD-Google Pay-REF890852,1069.86,Google Pay,20,0,one-time
UPI-BESCOM-REF441006,4455.88,BESCOM,25,0,one-time
RECURRING-QUARTERLY-IMPS-Practo-REF313565,2242.88,Practo,20,1,quarterly
NACH-Myntra-REF451341,4558.54,Myntra,36,0,one-time
RTGS-APOLLO-REF300121,9293.8,Apollo,38,0,one-time
NACH-Netflix-REF253875,750.62,Netflix,47,0,one-time
IMPS-HP-REF620545,1247.87,HP,23,0,one-time
NACH-Kuvera-REF640860,31123.26,Kuvera,27,0,one-time
RECURRING-MONTHLY-RTGS-Myntra-REF442174,3954.61,Myntra,36,1,monthly
RECURRING-MONTHLY-UPI-JOHN DOE-5959391582@okhdfcbank,34118.02,,279,1,monthly
RECURRING-MONTHLY-UPI-ICICI PRU-7302066593@ybl-674253,11689.96,ICICI Pru,35,1,monthly
RECURRING-MONTHLY-CARD-Skyscanner-REF933118,11066.6,Skyscanner,29,1,monthly
RECURRING-MONTHLY-UPI-Practo-REF406414,4834.42,Practo,20,1,monthly
CARD-88678330,10489.68,Apollo,38,0,one-time
CARD-BESCOM-REF961866,3452.21,BESCOM,29,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-Coursera-REF345736,2084.39,Coursera,31,1,weekly
IMPS-PERSON B-510201,14965.72,,270,0,one-time
RECURRING-MONTHLY-RTGS-Netflix-REF374069,357.76,Netflix,47,1,monthly
CARD-Skyscanner-REF748978,14126.6,Skyscanner,29,0,one-time
RECURRING-MONTHLY-IMPS-Practo-REF238331,5814.59,Practo,20,1,monthly
IMPS-HDFC Life-REF711126,6474.21,HDFC Life,29,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-6008562293@ybl-921777,6221.54,ICICI Pru,35,1,monthly
CARD-LinkedIn Learning-REF240210,3131.53,LinkedIn Learning,20,0,one-time
NEFT-Upstox-REF942555,10175.8,Upstox,20,0,one-time
RECURRING-WEEKLY-RECURRING-WEEKLY-NEFT-ICICI Lombard-REF930630,9082.4,ICICI Lombard,20,1,weekly
RECURRING-MONTHLY-RECURRING-QUARTERLY-RTGS-Reliance-REF722471,1173.77,Reliance,20,1,monthly
RECURRING-MONTHLY-NACH-Medibuddy-REF791053,5960.85,Medibuddy,20,1,monthly
RECURRING-WEEKLY-IMPS-1mg-REF628345,8889.46,1mg,20,1,weekly
CARD-22714336,21246.69,Skyscanner,29,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-NEFT-Byju's-REF779619,3295.62,Byju's,20,1,monthly
CARD-Prime Video-REF103575,220.04,Prime Video,40,0,one-time
RTGS-BESCOM-REF899942,3407.26,BESCOM,29,0,one-time
IMPS-Shell-REF305506,778.23,Shell,38,0,one-time
RECURRING-MONTHLY-CARD-Google Pay-REF460110,1245.8,Google Pay,20,1,monthly
RECURRING-MONTHLY-CARD-LinkedIn Learning-REF759468,613.44,LinkedIn Learning,20,1,monthly
UPI-JOHN DOE-0318642081@okhdfcbank,37686.26,,270,0,one-time
RECURRING-MONTHLY-NEFT-Hotstar-REF570676,278.47,Hotstar,20,1,monthly
NEFT-Cure.fit-REF381849,947.38,Cure.fit,20,0,one-time
UPI-JANE SMITH-1876231598@okhdfcbank,27611.55,,270,0,one-time
RTGS-COURSERA-REF518937,10588.27,Coursera,31,0,one-time
RECURRING-MONTHLY-NEFT-Razorpay-REF450782,8862.58,Razorpay,20,1,monthly
NEFT-FLIPKART-REF629586,36961.41,Flipkart,30,0,one-time
NACH-PROVIDER-151581,44890.35,,270,0,one-time
RECURRING-MONTHLY-NEFT-Vodafone-REF519090,4577.18,Vodafone,20,1,monthly
UPI-Unacademy-REF227299,3001.68,Unacademy,20,0,one-time
UPI-AMEX-8845474614@ybl-936688,15323.81,AmEx,13,0,one-time
RECURRING-MONTHLY-UPI-Starbucks-REF477701,1227.9,Starbucks,33,1,monthly
IMPS-PERSON A-098814,31514.98,,270,0,one-time
RECURRING-MONTHLY-RTGS-Blinkit-REF113596,2349.3,Blinkit,35,1,monthly
RECURRING-QUARTERLY-RTGS-OYO-REF429001,2410.78,OYO,30,1,quarterly
RECURRING-MONTHLY-UPI-NETFLIX-3358029248@ybl-378084,336.98,Netflix,47,1,monthly
RECURRING-MONTHLY-RTGS-ICICI Pru-REF281733,5268.42,ICICI Pru,35,1,monthly
NACH-FLIPKART-291706,12523.22,Flipkart,31,0,one-time
UPI-ZOMATO-4584588436@ybl-698180,266.0,Zomato,28,0,one-time
RTGS-Prime Video-REF598634,760.67,Prime Video,40,0,one-time
RECURRING-QUARTERLY-NACH-Zerodha-REF925864,13521.72,Zerodha,32,1,quarterly
RECURRING-MONTHLY-CARD-Zomato-REF708290,612.74,Zomato,28,1,monthly
NACH-PayU-REF618658,46491.7,PayU,20,0,one-time
IMPS-BSNL-REF190999,3619.43,BSNL,20,0,one-time
IMPS-PERSON A-100086,46448.15,Spotify,48,0,one-time
CARD-28477268,2050.33,Apollo,38,0,one-time
RECURRING-MONTHLY-IMPS-Razorpay-REF203481,5875.23,Razorpay,20,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-SPOTIFY-8564388837@ybl-573406,812.6,Spotify,48,1,monthly
RECURRING-MONTHLY-UPI-JANE SMITH-9182871223@okhdfcbank,110855.21,,255,1,monthly
RECURRING-QUARTERLY-CARD-Amazon-REF778966,4321.0,Amazon,42,1,quarterly
IMPS-Zepto-REF852916,1671.13,Zepto,34,0,one-time
IMPS-CRED-REF806769,37147.71,CRED,37,0,one-time
RECURRING-QUARTERLY-CARD-Swiggy-REF642422,653.51,Swiggy,33,1,quarterly
RTGS-BANK-REF557074,44835.91,,270,0,one-time
RECURRING-MONTHLY-RTGS-Airtel-REF779029,4657.99,Airtel,35,1,monthly
RTGS-Shell-REF160543,1538.32,Shell,38,0,one-time
UPI-Google Pay-REF457772,2518.3,Google Pay,22,0,one-time
NACH-OYO-971179,44219.9,OYO,30,0,one-time
NEFT-Myntra-REF488183,3492.48,Myntra,36,0,one-time
RECURRING-QUARTERLY-CARD-Unacademy-REF781976,717.54,Unacademy,20,1,quarterly
UPI-AIRTEL-6104128850@ybl-714197,9621.02,Airtel,35,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-JANE SMITH-7467217304@okhdfcbank,71289.65,,319,1,monthly
RECURRING-MONTHLY-NEFT-Blinkit-REF469159,2068.99,Blinkit,35,1,monthly
RECURRING-MONTHLY-UPI-JOHN DOE-0407714528@okhdfcbank,113900.48,,236,1,monthly
UPI-Zepto-REF158924,2940.0,Zepto,34,0,one-time
RECURRING-MONTHLY-RTGS-BigBasket-REF110594,1479.01,BigBasket,36,1,monthly
NEFT-HP-REF124981,1498.17,HP,20,0,one-time
NACH-PROVIDER-614293,5673.78,,270,0,one-time
NACH-KFC-REF565823,1102.18,KFC,37,0,one-time
UPI-IRCTC-REF910085,2617.77,IRCTC,20,0,one-time
UPI-KUVERA-4873875030@ybl-990904,6075.2,Kuvera,27,0,one-time
NEFT-SHELL-REF112186,1607.05,Shell,33,0,one-time
RTGS-BANK-REF367562,16050.19,,270,0,one-time
RECURRING-MONTHLY-IMPS-Starbucks-REF168908,1855.67,Starbucks,33,1,monthly
RECURRING-MONTHLY-UPI-Starbucks-REF344337,434.99,Starbucks,33,1,monthly
RTGS-SPOTIFY-REF314577,4092.8,Spotify,48,0,one-time
IMPS-IRCTC-REF527413,11868.28,IRCTC,20,0,one-time
NACH-PayU-REF618658,50690.27,PayU,20,0,one-time
UPI-AMAZON-8432308834@ybl-099404,24134.42,Amazon,39,0,one-time
UPI-LANDLORD-7115307653@okhdfcbank,1120.09,,260,0,one-time
IMPS-Vodafone-REF909822,2444.47,Vodafone,20,0,one-time
NACH-PROVIDER-676786,18831.04,,243,0,one-time
UPI-JOHN DOE-5954218598@okhdfcbank,8619.18,,270,0,one-time
CARD-77877738,233.01,KFC,37,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-NACH-Airtel-REF433861,1246.71,Airtel,35,1,monthly
RECURRING-MONTHLY-CARD-Cure.fit-REF853087,2063.49,Cure.fit,17,1,monthly
RECURRING-MONTHLY-IMPS-Skyscanner-REF383629,3256.58,Skyscanner,29,1,monthly
RECURRING-MONTHLY-NEFT-ICICI Pru-REF481817,6662.04,ICICI Pru,35,1,monthly
NEFT-BLINKIT-REF394930,605.02,Blinkit,35,0,one-time
NEFT-Amazon-REF185115,3574.24,Amazon,39,0,one-time
RTGS-BANK-REF515853,3932.58,,257,0,one-time
UPI-ZEPTO-0846433592@ybl-018915,5038.84,Zepto,34,0,one-time
RTGS-BANK-REF118147,4927.97,,219,0,one-time
NACH-PROVIDER-271903,44317.07,,270,0,one-time
IMPS-PERSON B-308494,27292.0,Fortis,32,0,one-time
RECURRING-MONTHLY-NEFT-LinkedIn Learning-REF428322,2168.75,LinkedIn Learning,20,1,monthly
RTGS-SWIGGY-REF808304,622.34,Swiggy,33,0,one-time
RTGS-ICICI Pru-REF419152,3913.02,ICICI Pru,35,0,one-time
RECURRING-MONTHLY-CARD-Uber-REF868840,12362.98,Uber,20,1,monthly
RECURRING-MONTHLY-UPI-JOHN DOE-2426353953@okhdfcbank,29823.32,,270,1,monthly
RECURRING-MONTHLY-RTGS-Jio-REF627345,4868.62,Jio,26,1,monthly
IMPS-Zomato-REF453885,530.75,Zomato,28,0,one-time
RECURRING-WEEKLY-CARD-Practo-REF794984,9622.57,Practo,20,1,weekly
NEFT-SKYSCANNER-REF174946,8589.13,Skyscanner,29,0,one-time
UPI-AMAZON-9055176154@ybl-857151,20433.94,Amazon,39,0,one-time
UPI-KFC-9126043787@ybl-047847,615.9,KFC,37,0,one-time
RECURRING-QUARTERLY-IMPS-Bajaj Allianz-REF388839,2869.5,Bajaj Allianz,20,1,quarterly
NEFT-ZOMATO-REF611508,38181.0,Zomato,28,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-0220212633@okhdfcbank,79614.43,,270,1,monthly
CARD-Paytm-REF948855,3020.75,Paytm,20,0,one-time
NACH-UBEREATS-063934,10142.16,UberEats,29,0,one-time
RECURRING-MONTHLY-UPI-Coursera-REF345736,1984.36,Coursera,31,1,monthly
NEFT-PRIME VIDEO-REF949765,36768.97,Prime Video,40,0,one-time
NACH-INDIGO-951414,1404.75,Indigo,31,0,one-time
RECURRING-MONTHLY-NEFT-PhonePe-REF788316,5545.54,PhonePe,20,1,monthly
RECURRING-WEEKLY-NACH-UberEats-REF290744,615.58,UberEats,29,1,weekly
RECURRING-QUARTERLY-NACH-Paytm-REF402380,4179.4,Paytm,20,1,quarterly
NACH-AIRTEL-873496,32882.21,Airtel,35,0,one-time
IMPS-IOC-REF356177,910.4,IOC,20,0,one-time
RECURRING-MONTHLY-NEFT-Indigo-REF764265,1146.67,Indigo,32,1,monthly
NACH-Practo-REF805962,3058.3,Practo,20,0,one-time
RECURRING-QUARTERLY-IMPS-HP-REF153450,1251.2,HP,20,1,quarterly
RECURRING-MONTHLY-UPI-PayU-REF962850,51732.95,PayU,19,1,monthly
NEFT-FLIPKART-REF520540,35502.84,Flipkart,30,0,one-time
RECURRING-QUARTERLY-CARD-Zepto-REF703748,1748.0,Zepto,33,1,quarterly
RECURRING-QUARTERLY-UPI-Byju's-REF642702,4155.74,Byju's,20,1,quarterly
NEFT-APOLLO-REF126308,13723.67,Apollo,45,0,one-time
NEFT-PayU-REF541546,22585.79,PayU,20,0,one-time
