narration,amount,direction,channel,merchant,intent,category
IMPS-IRCTC-REF116188,12952.68,debit,imps,IRCTC,travel,travel
UPI-LANDLORD-9796196972@okhdfcbank,48059.6,debit,upi,,loan_payment,loans
NEFT-OYO-REF904937,8742.34,debit,neft,OYO,travel,travel
IMPS-Netflix-REF996545,836.23,debit,imps,Netflix,subscription,entertainment
NACH-Shell-REF156054,1324.14,debit,nach,Shell,fuel,fuel
CARD-Razorpay-REF822661,17205.42,debit,card,Razorpay,credit_card_payment,credit_card_payments
RTGS-BANK-REF367491,4953.42,credit,rtgs,,income,salary
UPI-Upstox-REF300460,46231.45,debit,upi,Upstox,investment,investments
NEFT-Hotstar-REF652509,304.58,debit,neft,Hotstar,subscription,entertainment
RTGS-Prime Video-REF407005,576.56,debit,rtgs,Prime Video,subscription,entertainment
UPI-HDFC LIFE-1749560089@ybl-674827,4715.41,debit,imps,HDFC Life,insurance,insurance
CARD-34963930,1781.53,debit,upi,Shell,fuel,fuel
NEFT-Hotstar-REF146579,223.28,debit,neft,Hotstar,subscription,entertainment
IMPS-Vodafone-REF111484,2601.77,debit,imps,Vodafone,utilities,utilities
NEFT-BigBasket-REF830164,2509.7,debit,neft,BigBasket,grocery,groceries
UPI-SPOTIFY-1492387671@ybl-609145,208.32,debit,upi,Spotify,subscription,subscriptions
NACH-UberEats-REF605882,973.65,debit,card,UberEats,food,food
IMPS-Moneycontrol-REF936328,12159.43,debit,imps,Moneycontrol,investment,investments
CARD-Moneycontrol-REF832279,10861.42,debit,card,Moneycontrol,investment,investments
NACH-Apollo-REF373834,4164.48,debit,nach,Apollo,healthcare,healthcare
IMPS-PERSON B-565599,43984.24,credit,imps,Prime Video,cashback,entertainment
UPI-Starbucks-REF153838,684.52,debit,upi,Starbucks,food,dining
IMPS-Hotstar-REF388445,310.3,debit,imps,Hotstar,subscription,entertainment
UPI-CRED-4403446249@ybl-194634,12941.42,debit,imps,CRED,credit_card_payment,credit_card_payments
CARD-Coursera-REF185729,3997.72,debit,card,Coursera,education,education
SALARY-UPI-JOHN DOE-8008495500@okhdfcbank,119869.04,credit,upi,,salary,salary
IMPS-PERSON A-862851,10370.29,debit,imps,Netflix,entertainment,entertainment
UPI-LANDLORD-1012871630@okhdfcbank,37536.64,debit,upi,,peer_transfer,transfers
CARD-56937222,26426.69,debit,card,,self_transfer,personal_care
IMPS-Ola-REF458346,3258.56,debit,imps,Ola,travel,travel
IMPS-Unacademy-REF976592,2171.53,debit,imps,Unacademy,education,education
NEFT-UberEats-REF879887,548.55,debit,neft,UberEats,food,food
UPI-BESCOM-REF964266,3159.82,debit,card,BESCOM,utilities,utilities
UPI-BESCOM-REF964266,2839.46,debit,upi,BESCOM,utilities,utilities
CARD-56746554,586.8,debit,card,KFC,food,dining
NACH-INDIGO-951414,1404.75,debit,nach,Indigo,fuel,fuel
IMPS-LIC-REF341104,9316.9,debit,imps,LIC,insurance,insurance
UPI-CRED-2461163645@ybl-264684,12496.82,debit,upi,CRED,credit_card_payment,credit_card_payments
NACH-APOLLO-977902,30241.3,debit,nach,Apollo,healthcare,healthcare
UPI-LANDLORD-8130883817@okhdfcbank,23022.48,credit,upi,,income,salary
UPI-CRED-9488906079@ybl-563937,14512.58,debit,upi,CRED,credit_card_payment,credit_card_payments
NACH-Unacademy-REF659454,1190.12,debit,nach,Unacademy,education,education
RTGS-PayU-REF314551,30355.6,debit,imps,PayU,credit_card_payment,credit_card_payments
IMPS-HP-REF153450,1260.58,debit,imps,HP,fuel,fuel
UPI-JANE SMITH-4835410656@okhdfcbank,34260.3,debit,upi,,peer_transfer,transfers
IMPS-Starbucks-REF316006,739.11,debit,card,Starbucks,food,dining
CARD-Prime Video-REF868288,351.26,debit,card,Prime Video,subscription,entertainment
RTGS-Reliance-REF722471,1056.8,debit,rtgs,Reliance,fuel,fuel
PAYROLL-UPI-JANE SMITH-7467217304@ybl,78968.03,credit,neft,,salary,salary
IMPS-CRED-REF637989,31674.68,debit,imps,CRED,credit_card_payment,credit_card_payments
UPI-Caltex-REF890879,1614.31,debit,upi,Caltex,fuel,fuel
NEFT-Hotstar-REF570676,278.47,debit,neft,Hotstar,subscription,entertainment
UPI-Practo-REF976947,8961.08,debit,upi,Practo,healthcare,healthcare
UPI-JOHN DOE-9419830415@ybl,49858.36,debit,imps,,loan_payment,loans
NEFT-Zerodha-REF685773,14011.97,debit,neft,Zerodha,investment,investments
UPI-AMEX-0859208934@ybl-193408,20088.16,debit,upi,AmEx,credit_card_payment,credit_card_payments
NEFT-EMPLOYER-REF749209,7852.89,debit,neft,,credit_card_payment,personal_care
NACH-CRED-REF121479,5011.23,debit,neft,CRED,credit_card_payment,credit_card_payments
RTGS-Airtel-REF416797,1074.72,debit,rtgs,Airtel,utilities,utilities
CARD-Zepto-REF703748,1907.08,debit,card,Zepto,grocery,groceries
SALARY-UPI-LANDLORD-6736384200@okhdfcbank,116445.67,credit,card,,salary,salary
UPI-CRED-REF635716,28378.64,debit,upi,CRED,credit_card_payment,credit_card_payments
UPI-ZERODHA-2435491803@ybl-744451,9866.19,debit,card,Zerodha,investment,investments
NEFT-EMPLOYER-REF675845,40323.64,debit,neft,,emi_payment,emi
NACH-KFC-REF534967,1895.62,debit,nach,KFC,food,dining
IMPS-PERSON B-308494,25839.68,debit,imps,Fortis,healthcare,healthcare
CARD-Skyscanner-REF853328,7539.03,debit,card,Skyscanner,travel,travel
UPI-CRED-4356428134@ybl-255929,15931.96,debit,upi,CRED,credit_card_payment,credit_card_payments
IMPS-Spotify-REF681272,674.58,debit,imps,Spotify,subscription,entertainment
NEFT-EMPLOYER-REF887804,16208.81,credit,neft,,income,salary
UPI-ZERODHA-8091057469@ybl-744451,9866.19,debit,upi,Zerodha,investment,investments
UPI-Razorpay-REF633869,32685.87,debit,upi,Razorpay,credit_card_payment,credit_card_payments
NEFT-Myntra-REF513343,536.84,debit,neft,Myntra,shopping,shopping
CARD-21147726,11712.81,credit,card,,income,salary
NEFT-Cure.fit-REF760684,2440.18,debit,neft,Cure.fit,healthcare,personal_care
UPI-Myntra-REF416450,4256.96,debit,upi,Myntra,shopping,shopping
CARD-BSNL-REF494593,760.09,debit,card,BSNL,utilities,utilities
UPI-JOHN DOE-6377044148@okhdfcbank,11902.7,debit,upi,,peer_transfer,transfers
NEFT-EMPLOYER-REF887804,14362.8,credit,neft,,income,salary
UPI-SPOTIFY-5399729941@ybl-477278,391.36,debit,upi,Spotify,subscription,subscriptions
NACH-Razorpay-REF273854,23426.12,debit,nach,Razorpay,credit_card_payment,credit_card_payments
UPI-BESCOM-REF808268,2668.74,debit,upi,BESCOM,utilities,utilities
NEFT-Spotify-REF881398,942.98,debit,neft,Spotify,subscription,entertainment
UPI-ICICI Lombard-REF523603,7583.61,debit,upi,ICICI Lombard,insurance,insurance
UPI-JANE SMITH-6042337388@ybl,19378.8,debit,upi,,peer_transfer,transfers
UPI-Amazon-REF782254,2734.25,debit,card,Amazon,shopping,shopping
UPI-Google Pay-REF818454,1559.8,debit,upi,Google Pay,shopping,shopping
IMPS-PERSON A-203974,21241.15,debit,card,,self_transfer,transfers
AMAZON-UPI-JOHN DOE-6076417902@ybl,87482.92,credit,upi,,salary,salary
RTGS-Netflix-REF704321,412.98,debit,upi,Netflix,subscription,entertainment
NEFT-Myntra-REF865658,3586.93,debit,neft,Myntra,shopping,shopping
IMPS-PERSON B-328129,673.56,debit,imps,Swiggy,food,food
RTGS-BookMyShow-REF756081,422.12,debit,rtgs,BookMyShow,entertainment,entertainment
RTGS-KFC-REF567075,1810.56,debit,rtgs,KFC,food,dining
RTGS-SWIGGY-REF949585,1303.26,debit,rtgs,Swiggy,fuel,food
IMPS-IRCTC-REF116188,13326.34,debit,imps,IRCTC,travel,travel
UPI-Indigo-REF593294,1194.63,debit,upi,Indigo,fuel,fuel
RTGS-BookMyShow-REF282248,500.28,debit,card,BookMyShow,entertainment,entertainment
IMPS-Indigo-REF958165,1469.97,debit,imps,Indigo,fuel,fuel
NACH-CRED-REF244532,5439.59,debit,nach,CRED,credit_card_payment,credit_card_payments
SALARY-UPI-LANDLORD-6736384200@okhdfcbank,116445.67,credit,upi,,salary,salary
UPI-UberEats-REF103545,343.29,debit,card,UberEats,food,food
NACH-Bajaj Allianz-REF222480,8659.54,debit,nach,Bajaj Allianz,insurance,insurance
IMPS-Indigo-REF768607,1213.03,debit,imps,Indigo,fuel,fuel
NACH-PROVIDER-081789,51853.33,debit,nach,,emi_payment,emi
NEFT-ICICI Lombard-REF499922,4418.58,debit,neft,ICICI Lombard,insurance,insurance
RTGS-Moneycontrol-REF104160,10691.98,debit,rtgs,Moneycontrol,investment,investments
UPI-Starbucks-REF477701,1227.9,debit,upi,Starbucks,food,dining
NEFT-Prime Video-REF240491,312.59,debit,neft,Prime Video,subscription,entertainment
IMPS-PERSON B-115480,47439.76,debit,imps,Apollo,healthcare,healthcare
IMPS-Vodafone-REF909822,2444.47,debit,imps,Vodafone,utilities,utilities
CARD-04790673,393.88,debit,card,Blinkit,grocery,groceries
NACH-Coursera-REF675661,4422.01,debit,nach,Coursera,education,education
UPI-ICICI PRU-7294384972@ybl-853761,11831.86,debit,upi,ICICI Pru,insurance,insurance
RTGS-Hotstar-REF620986,405.0,debit,rtgs,Hotstar,subscription,entertainment
UPI-LANDLORD-1012871630@okhdfcbank,42047.87,debit,upi,,peer_transfer,transfers
CARD-IOC-REF130305,1757.49,debit,card,IOC,fuel,fuel
AMAZON-UPI-LANDLORD-1784619898@okhdfcbank,104103.33,credit,upi,,salary,salary
IMPS-PERSON B-038598,471.42,debit,imps,Apollo,healthcare,healthcare
RTGS-Caltex-REF530011,998.61,debit,card,Caltex,fuel,fuel
ACCENTURE-UPI-JANE SMITH-3526215667@ybl,110855.21,credit,upi,,salary,salary
NACH-Paytm-REF106801,3291.3,debit,nach,Paytm,shopping,shopping
CARD-26364567,30656.86,credit,card,Prime Video,cashback,entertainment
IMPS-Razorpay-REF912620,31700.81,debit,imps,Razorpay,credit_card_payment,credit_card_payments
IMPS-Paytm-REF746363,1146.38,debit,imps,Paytm,shopping,shopping
RTGS-Indigo-REF883165,1070.89,debit,rtgs,Indigo,fuel,fuel
RTGS-Unacademy-REF763433,3016.28,debit,rtgs,Unacademy,education,education
UPI-ZEPTO-0846433592@ybl-018915,5325.91,credit,upi,Zepto,refund,groceries
CARD-51736581,39264.61,debit,card,Prime Video,entertainment,entertainment
RTGS-SPOTIFY-REF989721,46960.33,debit,neft,Spotify,entertainment,entertainment
NEFT-Zepto-REF386357,754.76,debit,neft,Zepto,grocery,groceries
UPI-SPOTIFY-6887844840@ybl-608577,650.19,debit,upi,Spotify,subscription,subscriptions
NEFT-PhonePe-REF788316,4937.45,debit,neft,PhonePe,shopping,shopping
NEFT-Razorpay-REF542111,23406.24,debit,neft,Razorpay,credit_card_payment,credit_card_payments
ACCENTURE-GOOGLE-UPI-JOHN DOE-5114808806@okhdfcbank,82432.82,credit,upi,,salary,salary
IMPS-PERSON B-086829,2847.69,credit,imps,,income,salary
UPI-AMEX-9399852066@ybl-473109,13276.27,debit,upi,AmEx,credit_card_payment,credit_card_payments
NEFT-Hotstar-REF652509,304.58,debit,card,Hotstar,subscription,entertainment
UPI-BESCOM-REF808268,2668.74,debit,upi,BESCOM,utilities,utilities
UPI-LANDLORD-3205082843@okhdfcbank,45642.58,debit,upi,,loan_payment,loans
IMPS-PERSON A-962316,7478.05,debit,imps,,emi_payment,emi
NEFT-PhonePe-REF949506,3640.41,debit,neft,PhonePe,shopping,shopping
NACH-PROVIDER-011692,22311.4,debit,nach,,emi_payment,emi
CARD-LinkedIn Learning-REF372772,1144.08,debit,card,LinkedIn Learning,education,education
NACH-Medibuddy-REF791053,5960.85,debit,nach,Medibuddy,healthcare,healthcare
NACH-BESCOM-679448,43697.41,debit,nach,BESCOM,utilities,utilities
NACH-Hotstar-REF586314,481.76,debit,nach,Hotstar,subscription,entertainment
COMPANY-UPI-JANE SMITH-0957763063@okhdfcbank,77581.95,credit,upi,,salary,salary
UPI-JANE SMITH-8690795519@okhdfcbank,11903.9,debit,upi,,loan_payment,loans
RTGS-Airtel-REF803428,2544.16,debit,neft,Airtel,utilities,utilities
IMPS-PERSON B-050043,9235.55,debit,imps,Myntra,education,shopping
NACH-OYO-REF301180,13852.03,debit,upi,OYO,travel,travel
CARD-HDFC Life-REF893314,7765.88,debit,card,HDFC Life,insurance,insurance
NEFT-MakeMyTrip-REF783200,3467.81,debit,neft,MakeMyTrip,travel,travel
NACH-PROVIDER-884890,23084.84,credit,nach,,income,salary
NACH-Netflix-REF253875,750.62,debit,nach,Netflix,subscription,entertainment
RTGS-BookMyShow-REF655210,925.01,debit,neft,BookMyShow,entertainment,entertainment
NEFT-Hotstar-REF570676,278.47,debit,neft,Hotstar,subscription,entertainment
IMPS-YouTube Premium-REF919583,908.29,debit,imps,YouTube Premium,subscription,entertainment
UPI-LANDLORD-9922425880@ybl,18332.71,debit,upi,,rent,rent
UPI-Prime Video-REF853489,533.56,debit,upi,Prime Video,subscription,entertainment
IMPS-PhonePe-REF709320,2855.26,debit,imps,PhonePe,shopping,shopping
IMPS-PERSON A-401633,544.59,debit,imps,Shell,fuel,fuel
RTGS-PayU-REF183724,40056.03,debit,rtgs,PayU,credit_card_payment,credit_card_payments
NEFT-Starbucks-REF549742,854.44,debit,neft,Starbucks,food,dining
RTGS-Spotify-REF466446,328.85,debit,rtgs,Spotify,subscription,entertainment
NACH-PayU-REF887456,17892.04,debit,nach,PayU,credit_card_payment,credit_card_payments
UPI-BSNL-REF411920,4391.53,debit,upi,BSNL,utilities,utilities
CARD-OYO-REF671601,6591.16,debit,card,OYO,travel,travel
UPI-1mg-REF986795,2218.84,debit,upi,1mg,healthcare,healthcare
NEFT-Razorpay-REF450782,8862.58,debit,neft,Razorpay,credit_card_payment,credit_card_payments
RTGS-Paytm-REF116115,1340.27,debit,rtgs,Paytm,shopping,shopping
UPI-GROWW-7764459725@ybl-583371,9473.37,debit,upi,Groww,investment,investments
RTGS-Netflix-REF481272,846.62,debit,rtgs,Netflix,subscription,entertainment
IMPS-PERSON A-691495,323.09,debit,imps,UberEats,food,food
IMPS-Indigo-REF958165,1561.8,debit,imps,Indigo,fuel,fuel
NEFT-EMPLOYER-REF106322,42582.26,debit,neft,,cash_withdrawal,transfers
RTGS-PhonePe-REF675471,4662.7,debit,rtgs,PhonePe,shopping,shopping
RTGS-BSNL-REF633343,933.45,debit,rtgs,BSNL,utilities,utilities
UPI-UberEats-REF156440,806.46,debit,upi,UberEats,food,food
IMPS-CRED-REF806769,40177.21,debit,imps,CRED,credit_card_payment,credit_card_payments
IMPS-PERSON A-803671,24646.49,credit,imps,,income,salary
RTGS-Spotify-REF592522,432.6,debit,rtgs,Spotify,subscription,entertainment
UPI-ICICI PRU-5093957730@ybl-128383,14107.02,debit,upi,ICICI Pru,insurance,insurance
CARD-Jio-REF182931,824.08,debit,imps,Jio,utilities,utilities
RTGS-MakeMyTrip-REF951621,15354.14,debit,upi,MakeMyTrip,travel,travel
CARD-LIC-REF501867,7812.03,debit,card,LIC,insurance,insurance
NACH-Blinkit-REF171049,2817.83,debit,nach,Blinkit,grocery,groceries
NEFT-HP-REF124981,1574.41,debit,upi,HP,fuel,fuel
RTGS-Jio-REF447053,1496.88,debit,rtgs,Jio,utilities,utilities
UPI-GROWW-1336869411@ybl-790278,7616.68,debit,upi,Groww,investment,investments
IMPS-Unacademy-REF380368,910.84,debit,imps,Unacademy,education,education
UPI-IRCTC-REF321624,11143.99,debit,imps,IRCTC,travel,travel
RTGS-Amazon-REF464809,3091.98,debit,rtgs,Amazon,shopping,shopping
NEFT-HDFC Life-REF228774,5562.74,debit,neft,HDFC Life,insurance,insurance
RTGS-ICICI Lombard-REF795923,6126.54,debit,rtgs,ICICI Lombard,insurance,insurance
RTGS-PayU-REF353862,42435.13,debit,rtgs,PayU,credit_card_payment,credit_card_payments
UPI-Udemy-REF672106,2202.14,debit,upi,Udemy,education,education
COMPANY-UPI-JANE SMITH-0957763063@okhdfcbank,72219.33,credit,upi,,salary,salary
NACH-Fortis-REF810029,6767.24,debit,nach,Fortis,healthcare,healthcare
IMPS-Kuvera-REF625881,32011.53,debit,imps,Kuvera,investment,investments
NEFT-Moneycontrol-REF412860,24467.74,debit,neft,Moneycontrol,investment,investments
NACH-PROVIDER-353759,22524.98,credit,nach,,income,salary
UPI-JANE SMITH-1729180768@okhdfcbank,28320.96,debit,upi,,peer_transfer,transfers
COMPANY-UPI-LANDLORD-4428714227@okhdfcbank,102494.22,credit,upi,,salary,salary
CARD-Apollo-REF361283,8216.2,debit,card,Apollo,healthcare,healthcare
RTGS-Swiggy-REF724807,230.07,debit,rtgs,Swiggy,food,food
NACH-Zerodha-REF473080,8141.15,debit,nach,Zerodha,investment,investments
NEFT-IOC-REF735432,1404.92,debit,neft,IOC,fuel,fuel
AMAZON-UPI-JANE SMITH-1921473653@okhdfcbank,75767.09,credit,upi,,salary,salary
UPI-Upstox-REF282994,36038.55,debit,upi,Upstox,investment,investments
NACH-INDIGO-586461,1042.64,debit,nach,Indigo,fuel,fuel
RTGS-Hotstar-REF549342,942.49,debit,rtgs,Hotstar,subscription,entertainment
IMPS-Shell-REF391159,711.87,debit,imps,Shell,fuel,fuel
UPI-FORTIS-3914739283@ybl-861532,8674.1,debit,upi,Fortis,healthcare,healthcare
NEFT-Bajaj Allianz-REF563433,3766.63,debit,neft,Bajaj Allianz,insurance,insurance
NACH-PROVIDER-771736,47761.07,debit,nach,,self_transfer,transfers
NEFT-EMPLOYER-REF887804,16407.05,credit,imps,,income,salary
GOOGLE-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,credit,upi,,salary,salary
NEFT-EMPLOYER-REF919748,15513.68,debit,neft,,emi_payment,emi
IMPS-PERSON B-961368,3620.85,debit,imps,,emi_payment,emi
IMPS-MakeMyTrip-REF904736,9482.94,debit,imps,MakeMyTrip,travel,travel
IMPS-PERSON B-775789,1757.16,debit,imps,Indigo,fuel,fuel
IMPS-HP-REF408423,922.37,debit,imps,HP,fuel,fuel
RTGS-Fortis-REF826270,3398.71,debit,rtgs,Fortis,healthcare,healthcare
RTGS-Shell-REF454808,1661.54,debit,card,Shell,fuel,fuel
UPI-ICICI PRU-1707927808@ybl-761321,5397.6,debit,upi,ICICI Pru,insurance,insurance
NACH-Swiggy-REF508737,1305.04,debit,nach,Swiggy,food,food
RTGS-ICICI Lombard-REF753312,3974.32,debit,rtgs,ICICI Lombard,insurance,insurance
RTGS-STARBUCKS-REF810194,3471.74,debit,rtgs,Starbucks,entertainment,dining
RTGS-ICICI Lombard-REF787462,8741.58,debit,rtgs,ICICI Lombard,insurance,insurance
UPI-CRED-3532896106@ybl-936617,17946.11,debit,upi,CRED,credit_card_payment,credit_card_payments
NEFT-SWIGGY-REF315072,479.21,debit,neft,Swiggy,food,food
COMPANY-UPI-JANE SMITH-7246786646@ybl,97578.23,credit,upi,,salary,salary
CARD-Apollo-REF580681,6862.9,debit,card,Apollo,healthcare,healthcare
NACH-FORTIS-641470,17061.34,debit,nach,Fortis,healthcare,healthcare
UPI-LANDLORD-4440579875@okhdfcbank,30762.54,debit,upi,,peer_transfer,transfers
NACH-LinkedIn Learning-REF104487,3634.83,debit,nach,LinkedIn Learning,education,education
NACH-YouTube Premium-REF385737,893.12,debit,nach,YouTube Premium,subscription,entertainment
IMPS-PERSON B-366060,9060.95,debit,card,Fortis,healthcare,healthcare
RTGS-UDEMY-REF248641,2213.18,debit,rtgs,Udemy,fuel,education
IMPS-Airtel-REF814990,4304.26,debit,imps,Airtel,utilities,utilities
CARD-49526834,44971.15,debit,card,,cash_withdrawal,personal_care
UPI-KFC-6563349490@ybl-701975,283.17,debit,upi,KFC,food,dining
UPI-Byju's-REF757459,4572.4,debit,upi,Byju's,education,education
UPI-SPOTIFY-0264248484@ybl-146145,397.81,debit,upi,Spotify,subscription,subscriptions
UPI-NETFLIX-3098069685@ybl-344093,243.3,debit,upi,Netflix,subscription,subscriptions
CARD-Practo-REF663459,1617.31,debit,card,Practo,healthcare,healthcare
NEFT-ICICI Pru-REF699255,6961.84,debit,neft,ICICI Pru,insurance,insurance
NACH-Zepto-REF814566,2228.94,debit,nach,Zepto,grocery,groceries
RTGS-BANK-REF687395,38833.11,credit,rtgs,,income,salary
CARD-Byju's-REF997802,3053.88,debit,card,Byju's,education,education
UPI-BESCOM-REF551142,4353.3,debit,upi,BESCOM,utilities,utilities
UPI-JOHN DOE-9629702040@ybl,3896.23,debit,upi,,loan_payment,loans
NACH-Razorpay-REF273854,23426.12,debit,nach,Razorpay,credit_card_payment,credit_card_payments
NACH-STARBUCKS-856815,12676.22,debit,card,Starbucks,rent,dining
NEFT-PayU-REF546127,5878.88,debit,neft,PayU,credit_card_payment,credit_card_payments
NACH-MAKEMYTRIP-013667,32397.05,debit,nach,MakeMyTrip,travel,travel
CARD-Prime Video-REF868288,351.26,debit,card,Prime Video,subscription,entertainment
RTGS-Myntra-REF442174,3868.95,debit,rtgs,Myntra,shopping,shopping
IMPS-Blinkit-REF681017,2609.52,debit,imps,Blinkit,grocery,groceries
UPI-Groww-REF122866,39734.84,debit,upi,Groww,investment,investments
CARD-CRED-REF621731,34408.6,debit,neft,CRED,credit_card_payment,credit_card_payments
UPI-Amazon-REF992991,1131.86,debit,imps,Amazon,shopping,shopping
UPI-MakeMyTrip-REF333021,9821.88,debit,upi,MakeMyTrip,travel,travel
RTGS-Swiggy-REF724807,242.43,debit,rtgs,Swiggy,food,food
NEFT-SPOTIFY-REF224811,45142.16,debit,card,Spotify,entertainment,entertainment
UPI-BSNL-REF643078,743.0,debit,upi,BSNL,utilities,utilities
UPI-MYNTRA-2250745536@ybl-196460,9225.31,credit,upi,Myntra,refund,shopping
UPI-ZEPTO-0846433592@ybl-018915,5038.84,credit,upi,Zepto,refund,groceries
NEFT-ICICI Pru-REF636686,5444.49,debit,neft,ICICI Pru,insurance,insurance
NACH-Spotify-REF848654,409.18,debit,nach,Spotify,subscription,entertainment
RTGS-Spotify-REF592522,404.73,debit,upi,Spotify,subscription,entertainment
UPI-UberEats-REF517154,1430.13,debit,upi,UberEats,food,food
RTGS-SPOTIFY-REF314577,4092.8,debit,rtgs,Spotify,entertainment,entertainment
NACH-Razorpay-REF273854,23426.12,debit,nach,Razorpay,credit_card_payment,credit_card_payments
UPI-JOHN DOE-6605613279@okhdfcbank,6942.75,debit,upi,,loan_payment,loans
UPI-MakeMyTrip-REF212224,8961.73,debit,upi,MakeMyTrip,travel,travel
UPI-SPOTIFY-2772693993@ybl-502678,682.41,debit,upi,Spotify,subscription,subscriptions
PAYROLL-UPI-JOHN DOE-2768040250@okhdfcbank,93808.65,credit,upi,,salary,salary
NEFT-OYO-REF928954,43169.46,debit,neft,OYO,travel,travel
